AreaPond,Populacao,RendaTrabalho,RendaTransferencias,RendaTotal,uf,Municipio,RendaPerCapita,n_agencias,areas_por_municipio
2400604001001,3704.80098546068,740581.561542175,652438.784674678,1393020.34621685,RN,2400604,199.897798680294,0,1
2400703001001,9200.87498924174,4041386.44554897,1381585.89490524,5422972.34045421,RN,2400703,439.239360416745,0,1
2400802001001,8804.47908224261,2453339.81575361,1418665.37411273,3872005.18986634,RN,2400802,278.646787940204,2,1
2400901001001,5202.73646019044,792301.26804069,911347.523752671,1703648.79179336,RN,2400901,152.285489396418,0,1
2401107001001,19203.8701132481,7617560.61539537,3601519.35132936,11219079.9667247,RN,2401107,396.667992986491,1,1
2401206001001,9375.33957574204,2209720.72037149,1648860.34774521,3858581.0681167,RN,2401206,235.695006300248,0,1
2401305001001,6919.30146842854,1339401.96929318,2143273.24747585,3482675.21676903,RN,2401305,193.57473805768,1,1
2401404001001,6121.76820513103,1859481.28471739,789712.099419047,2649193.38413644,RN,2401404,303.749051321291,0,1
2401453001001,16896.068632349,4209118.26313149,2000210.09504879,6209328.35818028,RN,2401453,249.11820345431,1,1
2401503001001,2944.51458531185,541468.467501737,507657.596363503,1049126.06386524,RN,2401503,183.890570691261,0,1
2401602001001,3641.98117713077,642142.406931583,533148.233063065,1175290.63999465,RN,2401602,176.316783558304,0,1
2401651001001,1761.00106515924,424176.91654218,238910.853957047,663087.770499227,RN,2401651,240.872606459113,0,1
2401701001001,6750.11195338839,1715168.41846908,1075068.27699535,2790236.69546443,RN,2401701,254.094810621343,0,1
2401800001001,8375.26280296567,2061974.46628329,1364988.49768978,3426962.96397307,RN,2401800,246.198180856265,0,1
2401859001001,4304.87366066046,928690.660258046,715615.243515424,1644305.90377347,RN,2401859,215.730061661221,0,1
2401909001001,2495.19080065631,457350.969931323,337334.782603725,794685.752535048,RN,2401909,183.292984973745,0,1
2402105001001,7653.99553247894,1169455.2820264,1356130.69858352,2525585.98060993,RN,2402105,152.7901704494,0,1
2402204001001,21361.6033683056,5188296.93640898,2540868.23595946,7729165.17236844,RN,2402204,242.879565122294,1,1
2402303001001,14813.1438418858,3710317.46940081,2541282.76050825,6251600.22990905,RN,2402303,250.474680392253,1,1
2402402001001,5670.74934238779,1981774.62377258,880800.724270174,2862575.34804276,RN,2402402,349.473147924065,0,1
2402501001001,7206.40372371186,1830484.76158986,1014815.67895673,2845300.44054659,RN,2402501,254.008078338278,0,1
2402709001001,8035.91084223374,1600778.91984744,1459235.44945764,3060014.36930509,RN,2402709,199.203170776155,0,1
2402808001001,3955.17298360562,593054.550922784,676760.730239516,1269815.2811623,RN,2402808,149.944023530962,0,1
2402907001001,3353.24605325331,520943.20905059,618117.866614366,1139061.07566496,RN,2402907,155.354901124889,0,1
2403004001001,6257.80643032687,1670281.79941197,1011002.89800384,2681284.69741581,RN,2403004,266.911707482253,0,1
2403202001001,4815.91258983843,945590.128255984,781313.006581399,1726903.13483738,RN,2403202,196.347028858285,0,1
2403301001001,3903.41545762858,906104.349410937,684519.322066692,1590623.67147763,RN,2403301,232.131157763416,0,1
2403400001001,4263.50083806488,978700.577274049,686358.396011145,1665058.97328519,RN,2403400,229.553274280172,0,1
2403509001001,7448.92424299271,1322445.97013262,1093555.95107996,2416001.92121258,RN,2403509,177.53516172173,0,1
2403608001001,17715.6251494633,6047177.48181407,4038007.37779674,10085184.8596108,RN,2403608,341.347111987029,0,1
2403707001001,4474.4212751301,993831.356081338,674884.406463978,1668715.76254532,RN,2403707,222.11394389824,0,1
2403756001001,2191.83497519196,467722.869170836,292949.536295678,760672.405466515,RN,2403756,213.393286659218,0,1
2403806001001,7005.85226078339,1860866.80992334,1318081.04914084,3178947.85906418,RN,2403806,265.616050789409,1,1
2403905001001,2230.05164058199,475585.227742108,377043.916354937,852629.144097044,RN,2403905,213.261979717202,0,1
2404002001001,3272.14617153648,542097.634079573,570816.587190511,1112914.22127008,RN,2404002,165.670359959813,0,1
2404101001001,1524.3692494042,423635.978801089,196907.43288294,620543.411684029,RN,2404101,277.90902956529,0,1
2404200001001,15928.1130456089,5805234.23520865,2181460.07608381,7986694.31129246,RN,2404200,364.464655580093,2,1
2404309001001,9364.94001039751,1839555.27243655,1398314.32539466,3237869.59783121,RN,2404309,196.430011339545,1,1
2404408001001,7191.68714023704,2621209.37363581,1183399.05732664,3804608.43096244,RN,2404408,364.477670193731,0,1
2404507001001,8814.64202024152,3636001.77448828,1248683.09449911,4884684.8689874,RN,2404507,412.495682313444,1,1
2404606001001,8610.87745596202,1376478.85011863,1056707.66907584,2433186.51919447,RN,2404606,159.853494276078,0,1
2404705001001,9933.42826183679,2626673.21965832,1124912.18326251,3751585.40292083,RN,2404705,264.427662879464,1,1
2404804001001,1603.48026173515,505255.237398408,307320.630171753,812575.867570161,RN,2404804,315.099131218281,0,1
2404853001001,5027.40838748819,1493065.81793752,611834.263097403,2104900.08103492,RN,2404853,296.985186573135,0,1
2404903001001,4253.01253628448,961816.719971567,732614.167046412,1694430.88701798,RN,2404903,226.149514436144,0,1
2405009001001,5853.55293301478,961323.232359328,1064547.55231532,2025870.78467465,RN,2405009,164.229014986324,0,1
2405108001001,4794.188364759,1025860.24490591,563405.706370848,1589265.95127676,RN,2405108,213.979962165605,0,1
2405207001001,4007.10275691284,734977.075340546,681509.680650725,1416486.75599127,RN,2405207,183.418574448235,0,1
2405306001001,6445.3394861613,784498.026097348,917642.27235225,1702140.2984496,RN,2405306,121.715547766217,0,1
2405405001001,3890.37447250428,570305.401510752,592162.621465272,1162468.02297602,RN,2405405,146.59396043786,0,1
2405504001001,1910.65782628807,349096.185365502,306878.307044058,655974.492409561,RN,2405504,182.709944482162,0,1
2405603001001,10262.8174107384,2854538.71688188,1145868.29748038,4000407.01436226,RN,2405603,278.143769165673,0,1
2405702001001,9839.95771929425,3236421.06102425,2143007.11898155,5379428.18000579,RN,2405702,328.905992622128,2,1
2405801003001,22843.9321898208,7456028.46893773,3245843.73386413,10701872.2028019,RN,2405801,326.389888000987,2,1
2405900001001,1918.05883101596,162782.07216343,277143.733732612,439925.805896042,RN,2405900,84.8681330995504,0,1
2406007001001,4445.52161136978,724825.236365677,1009357.81541622,1734183.0517819,RN,2406007,163.046161897375,0,1
2406106001001,13716.3757150167,3025227.67267338,2250700.27274135,5275927.94541473,RN,2406106,220.555905986256,1,1
2406155001001,2581.24255373181,475889.479858608,393929.732633918,869819.212492526,RN,2406155,184.364494987344,0,1
2406205001001,4392.62855005446,1050368.7616807,744793.366432246,1795162.12811294,RN,2406205,239.120779212637,0,1
2406304001001,4878.14853692895,769455.912162913,710861.401849609,1480317.31401252,RN,2406304,157.735236296705,0,1
2406403001001,1939.65698913403,403295.124048057,302920.095611024,706215.219659081,RN,2406403,207.920846988575,0,1
2406502001001,10119.5598913197,1832611.92363533,1413960.1925844,3246572.11621973,RN,2406502,181.096010430978,1,1
2406601001001,5397.61312971717,1053154.09640534,728518.341027939,1781672.43743328,RN,2406601,195.114779643447,0,1
2406700001001,7791.71880531644,1802945.59327345,1159658.03508252,2962603.62835597,RN,2406700,231.392538452911,1,1
2406809001001,3470.34028522322,561882.398588707,614875.103033613,1176757.50162232,RN,2406809,161.909885604364,0,1
2406908001001,2729.51400531712,839588.009471694,564173.805160418,1403761.81463211,RN,2406908,307.596153687495,0,1
2407005001001,7005.66189229068,1010914.80750675,1148892.38533634,2159807.19284309,RN,2407005,144.299685461442,0,1
2407252001001,2605.9942185113,438685.504024388,549559.577883368,988245.081907755,RN,2407252,168.337097952194,0,1
2407302001001,6168.91583873406,1253272.34315056,1041536.51852888,2294808.86167944,RN,2407302,203.159254545407,0,1
2407401001001,6268.5083260194,1107083.57174183,1286228.01288832,2393311.58463015,RN,2407401,176.610369511122,1,1
2407500001001,7181.9306667895,2021903.54510634,1029673.04957466,3051576.594681,RN,2407500,281.526463971028,0,1
2407609001001,3060.90819604591,871264.118778329,580092.41786461,1451356.53664294,RN,2407609,284.64235546294,0,1
2407708001001,8087.84707126204,1588163.22458062,1191044.46254455,2779207.68712517,RN,2407708,196.364151125424,0,1
2407807001001,14824.6275540358,3627636.30648833,2101379.47566072,5729015.78214905,RN,2407807,244.70336898958,1,1
2407906001001,1649.971484445,324371.237381365,252616.783974668,576988.021356033,RN,2407906,196.592026249759,0,1
2408201001001,17068.4909533289,5345248.62417433,2281698.34203865,7626946.96621298,RN,2408201,313.164686836701,0,1
2408409001001,3314.0929550378,635274.584028776,582673.467220289,1217948.05124907,RN,2408409,191.688824860234,0,1
2408508001001,3663.4255921439,939652.486697329,689317.731342281,1628970.21803961,RN,2408508,256.495583999954,0,1
2408607001001,2936.27569467957,353266.677085572,486841.072592413,840107.749677985,RN,2408607,120.311140308002,0,1
2408706001001,2902.54821299923,572482.721515017,555715.17191,1128197.89342502,RN,2408706,197.234526183276,0,1
2408805001001,3298.90503983878,625692.575379771,499093.900402583,1124786.47578235,RN,2408805,189.666743305333,0,1
2408904001001,15449.9937172615,5473037.21287851,2339074.13626543,7812111.34914393,RN,2408904,354.242034853631,1,1
2408953001001,6800.22736185741,1439842.55370437,908534.870636264,2348377.42434063,RN,2408953,211.734472553149,0,1
2409100001001,8297.72952964376,1563064.39705642,1286027.32890405,2849091.72596047,RN,2409100,188.372541123732,0,1
2409209001001,2116.05678758151,384272.351118328,302592.484055068,686864.835173397,RN,2409209,181.598316913565,0,1
2409308001001,8988.62085274708,2109991.69956429,1770348.81523086,3880340.51479515,RN,2409308,234.740316020721,1,1
2409332001001,3385.86566558356,752512.4387869,391074.613258221,1143587.05204512,RN,2409332,222.251120721059,0,1
2409407003001,21295.5485551784,9338069.57750072,4393039.10755858,13731108.6850593,RN,2409407,438.498663385217,3,1
2409506001001,2479.53119875897,425144.712229928,301779.477924937,726924.190154865,RN,2409506,171.461731331599,0,1
2409605001001,1865.87831539464,299676.448003833,255011.426489335,554687.874493168,RN,2409605,160.608784362474,0,1
2409704001001,5203.22132333617,1132019.18477767,915473.210148323,2047492.394926,RN,2409704,217.56122110367,1,1
2409803001001,10116.0850534148,1909106.25961745,1702771.36289855,3611877.622516,RN,2409803,188.719870338874,0,1
2409902001001,10042.7148161809,3276420.54708504,1930333.81971856,5206754.3668036,RN,2409902,326.248490279347,0,1
2410009001001,2666.08770362013,457202.653575565,436211.224041428,893413.877616994,RN,2410009,171.488227095739,0,1
2410108001001,9897.12136423044,2106127.60732121,1485019.51703126,3591147.12435247,RN,2410108,212.802039079065,0,1
2410207001001,5530.6820501788,1173015.8232315,971513.105848688,2144528.92908019,RN,2410207,212.09243499969,0,1
2410256001001,3709.58125893475,847724.150419096,474018.454175185,1321742.60459428,RN,2410256,228.522868552158,0,1
2410306001001,6015.35875913589,1230736.77006144,855423.122377136,2086159.89243858,RN,2410306,204.599063720389,0,1
2410405001001,5756.56228749936,854261.974980182,758336.585106052,1612598.56008623,RN,2410405,148.397938268687,0,1
2410504001001,3566.66075671063,786130.61962853,650785.182151497,1436915.80178003,RN,2410504,220.410819321528,0,1
2410603001001,2294.55587061494,478774.365834587,434757.05973954,913531.425574127,RN,2410603,208.656660735951,0,1
2410702001001,2365.227966705,397461.499681711,327485.915379347,724947.415061058,RN,2410702,168.043632697027,0,1
2410801001001,3111.51301262714,406303.433928946,570638.719140718,976942.153069664,RN,2410801,130.580663580736,0,1
2410900001001,4977.31468493448,1018764.51398032,801042.239478973,1819806.75345929,RN,2410900,204.68155591286,0,1
2411007001001,3281.33809936353,567799.004268982,576851.510850868,1144650.51511985,RN,2411007,173.038860085498,0,1
2411056001001,2742.97457612358,911012.242692925,434746.718042345,1345758.96073527,RN,2411056,332.125660450117,0,1
2411106001001,2622.67818848366,473916.947465931,387322.534055992,861239.481521923,RN,2411106,180.699618255465,0,1
2411403001001,10702.4346476846,1778396.9684286,1666178.44273768,3444575.41116627,RN,2411403,166.16751486666,1,1
2411429001001,1973.29818717744,474259.354884713,344853.221053427,819112.57593814,RN,2411429,240.338413102726,0,1
2411502001001,16235.9775708568,4397955.08809784,2634920.67092136,7032875.7590192,RN,2411502,270.877134986444,2,1
2411601001001,2130.3640931359,334700.22186828,350349.729884826,685049.951753106,RN,2411601,157.109398786196,0,1
2411700001001,2769.07051097024,400020.790865284,408909.612331986,808930.403197269,RN,2411700,144.460312325208,0,1
2411809001001,2657.38755577924,576803.88327509,470559.552002068,1047363.43527716,RN,2411809,217.05674131749,0,1
2411908001001,2986.23227197312,656105.054787554,488045.309939086,1144150.36472664,RN,2411908,219.709987379528,0,1
2412104001001,4645.09681879715,1110319.70828151,1112440.32883318,2222760.03711469,RN,2412104,239.030476994241,0,1
2412302001001,9050.04527108279,1759019.9977687,1438485.30374564,3197505.30151434,RN,2412302,194.365878299993,1,1
2412401001001,3306.00716600764,1218349.95215258,488445.407322167,1706795.35947474,RN,2412401,368.526107468747,0,1
2412500001001,16003.0309845024,3419743.17320651,2752109.83793539,6171853.0111419,RN,2412500,213.69346697624,1,1
2412559001001,6041.64435923376,1352692.87639403,855158.596621369,2207851.4730154,RN,2412559,223.894820013137,0,1
2412609001001,11830.7430208182,2982314.76038494,1722924.6224237,4705239.38280864,RN,2412609,252.081780082372,1,1
2412708001001,4539.93688949895,967537.563306263,798594.194857814,1766131.75816408,RN,2412708,213.11696326533,0,1
2412807001001,6328.24904848972,1032679.90214042,1455233.7663167,2487913.66845712,RN,2412807,163.185723922619,0,1
2412906001001,8067.78171190235,1481112.8187575,1373363.88218533,2854476.70094284,RN,2412906,183.583650580485,0,1
2413003001001,4663.44957459603,1082829.87557385,837955.538288198,1920785.41386205,RN,2413003,232.195043229915,0,1
2413102001001,4021.67601635763,595442.030540521,552105.979132575,1147548.0096731,RN,2413102,148.058179753575,0,1
2413201001001,2690.72979547467,606099.791501014,271648.243594089,877748.035095102,RN,2413201,225.254796122735,0,1
2413300001001,4203.66292096161,688288.352472764,692663.318776825,1380951.67124959,RN,2413300,163.735381597941,0,1
2413359001001,7356.05897072459,1957970.50470134,907920.656779408,2865891.16148075,RN,2413359,266.171126753281,0,1
2413409001001,5959.9502807506,1329163.38883294,898155.166673014,2227318.55550595,RN,2413409,223.015851847935,0,1
2413508001001,4690.66022041176,800414.145240052,769545.212272247,1569959.3575123,RN,2413508,170.639975532013,0,1
2413557001001,3528.97341674303,483757.618525479,644673.625928452,1128431.24445393,RN,2413557,137.081683934007,0,1
2413607001001,4479.86961493588,791868.533259069,837311.701028896,1629180.23428797,RN,2413607,176.761513464361,0,1
2413706001001,3678.55115924056,504461.919667186,563193.825333863,1067655.74500105,RN,2413706,137.136034767376,0,1
2413805001001,1710.66892044213,388825.686300694,246231.356354707,635057.042655401,RN,2413805,227.294528856116,0,1
2413904001001,8341.01687374187,1527057.77113008,1208825.27103959,2735883.04216967,RN,2413904,183.078129950483,0,1
2414001001001,10155.8517437044,2186960.18003647,1559503.18796164,3746463.36799811,RN,2414001,215.339907988728,0,1
2414100001001,7497.16075470844,1590492.66616136,1126269.08218083,2716761.74834219,RN,2414100,212.146000092433,0,1
2414159001001,3799.78471093708,806587.327857729,569191.31025401,1375778.63811174,RN,2414159,212.271849385597,0,1
2414209001001,8167.3842542646,4228947.13761585,1142709.34285147,5371656.48046732,RN,2414209,517.7847651049,0,1
2414308001001,1837.12902238718,493650.561746062,334944.249860097,828594.81160616,RN,2414308,268.707617010268,0,1
2414407001001,21618.5292331277,5243850.77697768,2833933.13939391,8077783.91637159,RN,2414407,242.562790485402,1,1
2414456001001,2407.05438778527,529333.484679357,407676.479655233,937009.96433459,RN,2414456,219.909233196179,0,1
2414506001001,8081.65699101117,1791851.66305061,1434321.34753951,3226173.01059012,RN,2414506,221.718351204908,1,1
2414605001001,9608.91120581733,1621342.01754331,1358348.99636897,2979691.01391229,RN,2414605,168.733166829738,0,1
2414704001001,3927.96982742313,748974.082323665,751127.475208089,1500101.55753175,RN,2414704,190.677147541893,0,1
2414753001001,2706.65303924895,283180.542222465,393448.62889245,676629.171114915,RN,2414753,104.623879794007,0,1
2414803001001,7793.32676066919,1713306.19448479,1000698.73282459,2714004.92730938,RN,2414803,219.842725334113,0,1
2414902001001,1218.51432079306,226349.476674358,167075.036138384,393424.512812741,RN,2414902,185.758569113115,0,1
2415008001001,2003.27868923539,466281.971295214,247584.905663329,713866.876958544,RN,2415008,232.759412757086,0,1
2500106001001,6675.04679503576,1148768.43478852,1024745.62825328,2173514.0630418,PB,2500106,172.098933544984,0,1
2500205001001,4081.90263000766,1426880.36171061,773726.283082672,2200606.64479328,PB,2500205,349.562567029662,0,1
2500304003001,20614.0446018534,4230408.26877898,3553426.19313899,7783834.46191797,PB,2500304,205.219710662634,2,1
2500403001001,14260.7697520131,2968646.90815152,2323423.44292219,5292070.3510737,PB,2500403,208.1687706747,1,1
2500502001001,9707.56392342607,2178828.9975939,1563826.11307763,3742655.11067154,PB,2500502,224.446525902962,0,1
2500536001001,3862.24748016461,681314.344947008,584905.084195884,1266219.42914289,PB,2500536,176.403596208177,0,1
2500577001001,1677.34654726392,231944.75675769,276372.973552304,508317.730309994,PB,2500577,138.280760845776,0,1
2500601001001,12646.8949167897,2699801.88177019,1390062.23161743,4089864.11338762,PB,2500601,213.475473587276,1,1
2500700001001,14116.2535702672,2953679.53985267,2564412.051824,5518091.59167667,PB,2500700,209.239620494913,1,1
2500734001001,1549.89352390176,223692.651106377,233200.024831495,456892.675937872,PB,2500734,144.327753911278,0,1
2500775001001,5833.98019915719,1053299.58209355,1016759.2914135,2070058.87350705,PB,2500775,180.545621708781,0,1
2500809001001,12714.008339341,1689423.92837359,2220948.83863577,3910372.76700937,PB,2500809,132.878938198114,0,1
2500908001001,9421.81227175218,1376191.49848725,2050555.95112026,3426747.44960751,PB,2500908,146.064415082144,0,1
2501005001001,13172.760389524,2260003.48992536,2141344.02725985,4401347.51718521,PB,2501005,171.566431263921,1,1
2501104001001,17447.0960639359,4599729.69857624,2964650.82534785,7564380.52392408,PB,2501104,263.638698481412,2,1
2501153001001,1427.46512150273,318679.94819908,199123.449564509,517803.397763589,PB,2501153,223.248850986705,0,1
2501203001001,4807.9966524815,851401.436551114,951853.718921145,1803255.15547226,PB,2501203,177.080288962283,0,1
2501302001001,13538.9073054832,1858044.43637351,2361501.99022723,4219546.42660074,PB,2501302,137.23739992082,1,1
2501351001001,2555.68267919719,737010.174410626,426802.637925873,1163812.8123365,PB,2501351,288.380940407727,0,1
2501401001001,5476.54578845777,1046715.26329513,783171.564236719,1829886.82753185,PB,2501401,191.126908041408,0,1
2501500001001,15811.6821303753,2515711.82665018,2552684.23678894,5068396.06343912,PB,2501500,159.104629469962,2,1
2501534001001,3091.98415495769,373870.769019668,447121.039715814,820991.808735482,PB,2501534,120.916133551397,0,1
2501575001001,6060.03062672693,712280.592771956,1013450.15756943,1725730.75034138,PB,2501575,117.537457588175,0,1
2501609001001,10323.8737813927,1522263.56792295,1728591.35040489,3250854.91832783,PB,2501609,147.450811600062,1,1
2501708001001,4187.75377738632,1052205.18229962,621897.385689394,1674102.56798902,PB,2501708,251.257652248201,0,1
2501906001001,12879.8689903312,2104529.82552575,2193316.28890995,4297846.1144357,PB,2501906,163.39683478967,1,1
2502003001001,5343.29041882517,937837.219923778,748846.233383231,1686683.45330701,PB,2502003,175.516797031964,0,1
2502052001001,2106.04390414014,353465.496727713,287442.938619124,640908.435346837,PB,2502052,167.833869005702,0,1
2502102001001,4293.16618111834,905006.497129913,631215.764222763,1536222.26135268,PB,2502102,210.80164590651,0,1
2502151001001,4678.00797008718,1297462.33726648,634778.52164119,1932240.85890767,PB,2502151,277.353596993189,0,1
2502201001001,1751.83398631524,399260.974638232,316026.451242173,715287.425880405,PB,2502201,227.910280173309,0,1
2502300001001,3893.74363258306,524919.724699586,754306.665418517,1279226.3901181,PB,2502300,134.811064680024,0,1
2502409001001,7693.1307629323,1685412.01022597,1144088.32312942,2829500.33335538,PB,2502409,219.080119935926,1,1
2502508001001,12502.7002890494,3313249.29848167,1980113.64807572,5293362.94655739,PB,2502508,265.002697168035,1,1
2502607001001,4535.72237666469,869694.221790772,865613.599703732,1735307.8214945,PB,2502607,191.743265916177,0,1
2502706001001,3602.0978974023,635016.747217519,536347.668499001,1171364.41571652,PB,2502706,176.290807552862,0,1
2502805001001,9764.77325573634,2255731.60086218,1455324.38606368,3711055.98692586,PB,2502805,231.007064043914,0,1
2502904001001,4667.49504803381,851538.955682113,777362.560187219,1628901.51586933,PB,2502904,182.440248338523,0,1
2503001001001,14074.0153932989,3847662.76009507,1331336.43909481,5178999.19918988,PB,2503001,273.38770440219,1,1
2503100001001,3788.33173881714,700377.820552109,718098.821139498,1418476.64169161,PB,2503100,184.877637133963,0,1
2503308001001,7093.86079842079,1607831.71885249,1206751.29582632,2814583.01467881,PB,2503308,226.651151543659,0,1
2503407001001,2696.87568908101,473773.251368332,385125.534095091,858898.785463424,PB,2503407,175.674857126906,0,1
2503506001001,11984.2240652131,2060789.9011569,2011228.13980983,4072018.04096673,PB,2503506,171.958559014163,0,1
2503555001001,4330.22686152427,505071.223707093,707975.820562312,1213047.04426941,PB,2503555,116.638513375557,0,1
2503605001001,5356.72373952907,1065118.13693256,1034704.52469325,2099822.66162581,PB,2503605,198.837608344947,1,1
2503753001001,2204.34228465916,295148.920615126,306194.426765588,601343.347380714,PB,2503753,133.894324247726,0,1
2503803001001,4161.48419955524,823257.290497377,632098.083042497,1455355.37353987,PB,2503803,197.827806383444,0,1
2503902001001,4206.15662163641,595150.137965728,767624.810814216,1362774.94877994,PB,2503902,141.495001613655,0,1
2504033001001,3794.11333054918,610436.74071902,450325.836325525,1060762.57704454,PB,2504033,160.890486798048,0,1
2504074001001,2882.06261621952,597413.287569319,548627.253145211,1146040.54071453,PB,2504074,207.286713413938,0,1
2504108001001,1712.78043463583,264348.439369818,229227.156008394,493575.595378212,PB,2504108,154.33877806178,0,1
2504157001001,5024.97490425475,405610.057089124,765236.906627019,1170846.96371614,PB,2504157,80.7188224453988,0,1
2504207001001,3510.55211274595,642978.217846598,542674.460167623,1185652.67801422,PB,2504207,183.155867566273,0,1
2504355001001,3333.45598721935,1193934.65706581,470704.29318405,1664638.95024986,PB,2504355,358.167217939405,0,1
2504405001001,13725.6830695617,2858509.56446035,2288840.30048432,5147349.86494468,PB,2504405,208.25991318417,1,1
2504504001001,4962.27367164663,949097.327142132,899283.616157118,1848380.94329925,PB,2504504,191.262592501714,0,1
2504603001001,15086.1154188271,4753773.34662747,2094930.65445749,6848704.00108496,PB,2504603,315.109172550467,0,1
2504702001001,3480.1512767627,627465.039309866,573340.973804567,1200806.01311443,PB,2504702,180.298208155349,0,1
2504801001001,11120.9192402119,2462051.71833521,1803781.05333554,4265832.77167075,PB,2504801,221.389227379041,1,1
2504850001001,1421.94875302466,277007.011945624,258748.768802265,535755.780747889,PB,2504850,194.808013549289,0,1
2504900001001,11437.761533226,1990886.91349586,1473214.42882859,3464101.34232444,PB,2504900,174.062635220402,0,1
2505006001001,4947.04295926129,837284.556836601,740897.88445472,1578182.44129132,PB,2505006,169.249501920967,0,1
2505105001001,15054.0628155505,2891815.05535257,2728490.13614412,5620305.19149669,PB,2505105,192.095322756684,1,1
2505204001001,4915.23886621828,1014036.42650837,793226.630354297,1807263.05686267,PB,2505204,206.304607793875,0,1
2505238001001,4463.07568915786,675435.214252749,641597.279094798,1317032.49334755,PB,2505238,151.338507633555,0,1
2505279001001,3736.08293427736,507597.467399527,584954.709505398,1092552.17690492,PB,2505279,135.863543804792,0,1
2505303001001,1833.92851683911,609901.798433149,291733.476706296,901635.275139446,PB,2505303,332.565742248424,0,1
2505352001001,3437.23958374847,350461.679422936,527522.427503998,877984.106926934,PB,2505352,101.960212805632,0,1
2505402001001,5680.75844161775,1012915.82993328,925471.854226517,1938387.6841598,PB,2505402,178.306442765207,0,1
2505501001001,2609.95145808337,457877.098728604,422236.911345066,880114.01007367,PB,2505501,175.435101411751,0,1
2505600001001,4873.03007276797,802003.442050893,892169.429174933,1694172.87122583,PB,2505600,164.580031330556,0,1
2505709001001,7439.39240510287,912472.956805853,1245530.58374951,2158003.54055536,PB,2505709,122.654231302541,0,1
2505808001001,2671.31594416105,513257.488283568,423352.253454274,936609.741737842,PB,2505808,192.136572016292,0,1
2505907001001,2334.09701435698,494417.632985528,325413.301257959,819830.934243487,PB,2505907,211.823943025665,0,1
2506103001001,8198.66996732582,1207227.10845506,1434768.07978354,2641995.18823861,PB,2506103,147.246701387692,0,1
2506202001001,2287.17643094199,769995.074037293,434234.999063333,1204230.07310063,PB,2506202,336.657488954695,0,1
2506251001001,6011.24296989535,527732.615314904,866214.422769023,1393947.03808393,PB,2506251,87.7909307538922,0,1
2506400001001,10098.3803509183,1764870.06839214,1397120.7077975,3161990.77618964,PB,2506400,174.767636696477,0,1
2506509001001,2402.43082089297,509879.444140556,377049.85464745,886929.298788006,PB,2506509,212.234808056216,0,1
2506608001001,4561.80782749861,596812.019847243,836767.301504884,1433579.32135213,PB,2506608,130.827961723783,0,1
2506707001001,7589.3636311723,1282150.78738658,1054239.97947356,2336390.76686014,PB,2506707,168.940486936259,0,1
2506806001001,13216.0176799136,2606998.39372238,2389349.48254366,4996347.87626604,PB,2506806,197.260510455024,1,1
2506905001001,18600.400449223,4714802.24639092,2989012.56206413,7703814.80845505,PB,2506905,253.478534468212,2,1
2507002001001,17149.9050421624,5376213.58149653,2637056.50907987,8013270.0905764,PB,2507002,313.483577213944,2,1
2507101001001,12377.7627835211,2121285.22796263,1753426.47646292,3874711.70442555,PB,2507101,171.378726920406,1,1
2507200001001,7365.59352060977,1168163.29366879,1262894.35124134,2431057.64491013,PB,2507200,158.597306571445,0,1
2507309001001,10151.5832089488,1618921.05820191,1740673.28751592,3359594.34571783,PB,2507309,159.474736588359,1,1
2507408001001,5653.02726142824,1105013.84785895,1053190.34497127,2158204.19283023,PB,2507408,195.472938083757,0,1
2507606001001,5406.28188185179,851223.817528344,828344.006857526,1679567.82438587,PB,2507606,157.450875875673,0,1
2507705001001,11736.6136884347,2445719.88147949,1743651.23479473,4189371.11627422,PB,2507705,208.383776309303,1,1
2507804001001,4858.68810881509,1150739.93559089,682316.685583203,1833056.62117409,PB,2507804,236.84169673355,0,1
2507903001001,7467.95395537024,1272724.76060568,1068097.19558414,2340821.95618982,PB,2507903,170.424826962204,0,1
2508000001001,7220.42986557459,1215290.03956587,1172366.33298583,2387656.3725517,PB,2508000,168.312699131682,0,1
2508109001001,3556.11785950541,403048.356365679,617051.920690398,1020100.27705608,PB,2508109,113.33942582593,0,1
2508208001001,5393.53162359587,809013.002897314,844300.988564376,1653313.99146169,PB,2508208,149.996896163176,1,1
2508307001001,18982.9896405205,6789145.55515253,2880241.36818683,9669386.92333936,PB,2508307,357.643642214324,1,1
2508406001001,2177.55131339697,268924.642233832,321823.723440397,590748.365674228,PB,2508406,123.498647576902,0,1
2508505001001,5091.57340021156,612843.200076652,840872.042024497,1453715.24210115,PB,2508505,120.364208056234,0,1
2508554001001,2899.49746357386,496125.509700689,412235.406463689,908360.916164377,PB,2508554,171.107412899466,0,1
2508604001001,8251.34403272091,2196044.07343444,1115018.89291279,3311062.96634723,PB,2508604,266.143802115871,0,1
2508703001001,2931.57209877326,354787.110698282,459044.092197218,813831.202895499,PB,2508703,121.022815999219,0,1
2508802001001,4132.39071125503,1091711.42241104,1003826.62928491,2095538.05169595,PB,2508802,264.183979370015,0,1
2509008001001,7625.83547596967,1166147.25155741,1204576.32651622,2370723.57807363,PB,2509008,152.92058886297,0,1
2509057001001,5154.51369775398,914084.642710885,637597.574266148,1551682.21697703,PB,2509057,177.336737529515,0,1
2509107001001,15768.9275045344,2644290.94614546,2420075.75701864,5064366.70316409,PB,2509107,167.68996784246,1,1
